RURAL_SCORE,ZIP_CODE,COUNTY,STATE,NAME,CITY,REGION,ADDRESS
N/A,71107,Caddo,LA,"Riegel By-Products Co., Inc.",,South Central,509 Forston St.
59,76272,Cooke,TX,"Ritchey, Inc., Alan",,South Central,"740 S. Highway 35 E., Frontage Rd."
66.8,17842,Snyder,PA,"Ritter Feeds, Inc.",,Mid-Atlantic,2801 Paxtonville Rd.
4.9,55033,Dakota,MN,River Country Co-Op,,Midwest,14610 240th St. E.
46.1,54726,Chippewa,WI,"River Country Co-Op, Boyd Feed Mill",,Midwest,231 N. Jackson
34.9,56085,Brown,MN,River Region Co-Op,,Midwest,27865 County Road 27
37.9,28634,Iredell,NC,"River Valley Animal Foods, Inc.",,Southeast,501 Sheffield Rd.
8.5,95206,San Joaquin,CA,Robinson Farms Feed Co.,,Western,7000 S. Inland Dr.
N/A,22801,Independent Cities,VA,"Rockingham Co-Op Farm Bureau, Inc.",,Mid-Atlantic,1040 S. High St.
59.3,22821,Rockingham,VA,Rockingham Mill,,Mid-Atlantic,114 Meigs Ln.
72.2,17724,Bradford,PA,"Rockwell & Son, H.",,Mid-Atlantic,430 Troy St.
43.9,44455,Columbiana,OH,"Rogers Mill, Inc.",,Midwest,7431 Depot St.
72.8,28681,Alexander,NC,"Rogers Mills, Inc.",,Southeast,619 E. Main Ave.
21.3,17566,Lancaster,PA,"Rohrer & Sons, Inc., Ross H.",,Mid-Atlantic,16 E. State St.
0.6,90723,Los Angeles,CA,"Romberg Milling, Inc.",,Western,16433 Illinois Ave.
89,44085,Adams,OH,"Rome Feed, Inc.",,Midwest,2651 Route 6
100,57260,Roberts,SD,Rosholt Farmers Co-Op Elevator,,Upper-West,208 Sprout Pl.
24.9,53092,Ozaukee,WI,"Ross-Wells, Inc.",,Midwest,6200 W. Mequon Rd.
71.2,14527,Yates,NY,"Roto Salt Co., Inc.",,New York-New Jersey,118 Monell St.
6.9,95776,Yolo,CA,"Roudybush, Inc.",,Western,340 Hanson Way
72.1,73439,Marshall,OK,"RRG, Inc.",,South Central,Highways 32 & 377
2.8,38127,Shelby,TN,"Runyon Industries, Inc.",,Southeast,4300 Millington Rd.
34.7,43107,Fairfield,OH,Rush Creek Feed & Supply,,Midwest,103 S. Broad St.
76.6,54848,Rusk,WI,Rusk County Farm Supply,,Midwest,200 W. Worden Ave.
100,42642,Russell,KY,Russell County Farm Store,,Southeast,579 W. Steve Warriner Dr.
58.9,66547,Pottawatomie,KS,RW Milling Co.,,Central,18124 Military Trail Rd.
100,65054,Osage,MO,"S F G Backes Feed, Inc.",,Central,162 County Road 402
56.6,75401,Hunt,TX,Sabine Valley Feeds,,South Central,3000 Bois d'Arc St.
2.4,85339,Maricopa,AZ,"Sacate Pellet Mills, Inc.",,Western,5555 W. Elliot Rd.
13.3,99343,Franklin,WA,"Sage Hill Northwest, Inc.",,North West,5230 Hollingsworth Rd.
0.4,94560,Alameda,CA,"San Francisco Bay Brand, Inc.",,Western,8239 Enterprise Dr.
59.4,39635,Pike,MS,"Sanderson Farms, Inc.",,Southeast,1062 Industrial Park Rd.
61.4,39440,Jones,MS,"Sanderson Farms, Inc.",,Southeast,2600 Warehouse Dr.
65.6,39083,Copiah,MS,"Sanderson Farms, Inc.",,Southeast,19148 Highway 51 N.
65.4,31620,Johnson,GA,"Sanderson Farms, Inc.",,Southeast,401 Industrial Park Dr.
44.5,16145,Mercer,PA,Sandy Lake Mills,,Mid-Atlantic,26 Mill St.
23.7,64862,Jasper,MO,Sarcoxie Feed & Farm Supply,,Central,682 Highway 37
11.9,46741,Allen,IN,"Sauder Feeds, Inc.",,Midwest,14033 Grabill Rd.
26.5,44846,Erie,OH,Schlessman Seed Co.,,Midwest,11513 U.S. Highway 250 N.
49.2,47580,Dubois,IN,"Schnellville Mill, Inc.",,Midwest,8476 E. Schnellville Rd.
13.5,44601,Stark,OH,"Schott Feed & Supply, Inc.",,Midwest,715 E. Patterson St.
58.7,45601,Ross,OH,"Scioto Farm Supply, Inc.",,Midwest,273 Seney Rd.
26.1,67871,Scott,KS,Scott Pro,,Central,810 E. 1st St.
14.6,67401,Saline,KS,"Scoular Co., The",,Central,3339 E. Country Club Rd.
2.2,68102,Douglas,NE,"Scoular Co., The",,Central,"2027 Dodge St., Ste. 200"
100,67861,Wichita,KS,Seaboard Foods Corp.,,Central,132 N. County Road 14
8,95307,Stanislaus,CA,"Seed Factory, Inc.",,Western,4319 Jessup Rd.
34.9,17777,Northumberland,PA,"Sensenig Milling Service, Inc.",,Mid-Atlantic,10705 State Route 44
21.3,17557,Lancaster,PA,"Sensenig, Inc., Leroy M.",,Mid-Atlantic,115 S. Railroad Ave.
37.9,76044,Johnson,TX,Serv-US Feed Mill,,South Central,201 W. Godley Ave.
68.7,17255,Huntingdon,PA,Shade Gap Farm Supply,,Mid-Atlantic,"Route 522, Box 672"
72.2,18832,Bradford,PA,"Shaffer's Feed Service, Inc.",,Mid-Atlantic,8 Dalpiaz Dr.
27.5,54169,Calumet,WI,Sherwood Elevator Co.,,Midwest,N599 Military Rd.
89.6,36340,Geneva,AL,Sherwood's Milling & Hardware,,Southeast,Highway 27 S.
14.5,54115,Brown,WI,Shirley Feed Mill,,Midwest,3809 Shirley Rd.
64.1,14145,Wyoming,NY,"Shur Gain/Nutreco U.S.A., Inc.",,New York-New Jersey,3422 Dutch Hollow Rd.
84.6,49329,Montcalm,MI,"Sietsema Farms Feeds, LLC",,Midwest,19117 Lake Montcalm Rd.
33.5,59718,Gallatin,MT,Silent Herder Mineral Mix,,Upper-West,5700 Fowler Ln.
68,47977,Jasper,IN,Silver Lane Hybrids,,Midwest,417 W. Division St.
96.6,52042,Clayton,IA,Silveredge Co-Op,,Central,39999 Hilton Rd.
100,64863,McDonald,MO,"Simmons Feed Ingredients, Inc.",,Central,10700 S. State Highway 43
49.3,74343,Ottawa,OK,"Simmons Foods, Inc.",,South Central,1010 Industrial Park Rd.
19.9,83605,Canyon,ID,Simplot Western Stockmen's,,North West,223 Rodeo Ave.
50.8,51250,Sioux,IA,Sioux Feed Co.,,Central,4195 Highway 75
13.6,57103,Minnehaha,SD,Sioux Nation Ag Center,,Upper-West,1812 N. Cliff Ave.
65.8,96038,Siskiyou,CA,Siskiyou Pellet Mill,,Western,9539 Old Highway 99
49.4,76877,San Saba,TX,"Smith Co., J. C., The",,South Central,471 S. Highway 16
65.6,31082,Washington,GA,Smith Farm Supply,,Southeast,730 Industrial Dr.
55.2,52531,Monroe,IA,Smith Fertilizer & Grain,,Central,805 Highway 5
56.5,84751,Beaver,UT,Smithfield,,Upper-West,341 S. Main St.
48.4,28352,Scotland,NC,Smithfield Farmland Corp.,,Southeast,19600 Andrew Jackson Hwy.
86.5,28398,Duplin,NC,"Smithfield Foods, LLC",,Southeast,2822 Highway 24 W.
48.4,28352,Scotland,NC,"Smithfield Hog, Production Div",,Southeast,325 McKay St.
27.4,81626,Moffat,CO,Snyder & Counts Feed & Seed,,Upper-West,265 Ranney St.
18.5,52333,Johnson,IA,Solon Feed Mill,,Central,310 S. Dubuque St.
70.8,15501,Somerset,PA,Somerset Milling Co.,,Mid-Atlantic,302 Stoystown Rd.
51,44636,Wayne,OH,"Sommer Kidron, Inc., L. E.",,Midwest,4874 Kidron Rd.
100,73455,Johnston,OK,"Sooner Trading, Inc.",,South Central,108 N. Easton Ave.
57.3,79018,Hartley,TX,"Sooner Trading, Inc.",,South Central,Highway 385 N.
22.2,17013,Cumberland,PA,"Souder Feed & Grain, Inc.",,Mid-Atlantic,275 Shady Ln.
100,55335,Sibley,MN,South Central Grain & Energy,,Midwest,40 W. Park Dr.
100,55314,Renville,MN,South Central Grain & Energy,,Midwest,514 W. Yellowstone Trl.
3.5,33567,Hillsborough,FL,"Southeast Milk, Inc. Feed Mill",,Southeast,2502 Turkey Creek Rd.
56.5,39818,Decatur,GA,"Southeastern Minerals, Inc.",,Southeast,1100 Dothan Rd.
31.4,78801,Uvalde,TX,"Southern Commodities, LLC",,South Central,90 FM 1403
18.5,24179,Roanoke,VA,"Southern States Co-Op, Inc.",,Mid-Atlantic,1003 Walnut Ave.
38.8,27013,Rowan,NC,"Southern States Co-Op, Inc.",,Southeast,9150 Statesville Blvd.
63.3,42160,Barren,KY,"Southern States Co-Op, Inc.",,Southeast,25054 Louisville Rd.
27.5,40391,Clark,KY,"Southern States Co-Op, Inc., Feed Div.",,Southeast,5799 Rockwell Rd.
32.5,40324,Scott,KY,"Southern States Co-Op, Inc., Georgetown",,Southeast,1141 Paris Pike
69.3,36732,Marengo,AL,"SouthFresh Feeds, LLC",,Southeast,403 Maria Ave.
67.5,32424,Calhoun,FL,Southland Milling Co.,,Southeast,21474 S.E. Coastal Rd.
15.6,76903,Tom Green,TX,Southwestern Livestock Mineral Co.,,South Central,202 W. 4th St.
26.7,52650,Des Moines,IA,"Sperry Union Store, Inc.",,Central,11721 Locust St.
21.3,17545,Lancaster,PA,"Sporting Valley Feeds, LLC",,Mid-Atlantic,934 Junction Rd.
34.9,56087,Brown,MN,Springfield Co-Op Creamery,,Midwest,120 S. O'Connell St.
67.2,50472,Mitchell,IA,"St. Ansgar Mills, Inc.",,Central,308 E. 6th St.
38.9,54232,Manitowoc,WI,St. Nazianz Milling,,Midwest,7029 County Rd.
78.4,12167,Delaware,NY,Stamford Farmer's Cooperative,,New York-New Jersey,6 South St.
2.2,68144,Douglas,NE,Standard Nutrition Co.,,Central,11823 Arbor St.
65.6,50517,Kossuth,IA,"Standard Nutrition Services, LLC",,Central,3604 Highway 169 S.
51.3,83325,Jerome,ID,Standlee Premium Western Forge,,North West,826 S 1700 E
67.4,77864,Madison,TX,"Standley Feed & Seed, Inc.",,South Central,201 E. Trinity St.
62.4,64430,DeKalb,MO,"Star Labs/Forage Research, Inc.",,Central,8755 Highway 6
4.6,92570,Riverside,CA,Star Milling Co.,,Western,24067 Water St.
65.6,50590,Kossuth,IA,StateLine Co-op,,Central,501 3rd St. N.
65.6,50522,Kossuth,IA,StateLine Cooperative,,Central,120 Walnut St.
66.3,77474,Austin,TX,Steinhauser's,,South Central,228 E. Front St.
21.3,17578,Lancaster,PA,"Stevens Feed Mills, Inc.",,Mid-Atlantic,28 Stevens Rd.
100,41004,Bracken,KY,Stewart's Farm Supply,,Southeast,309 Frankfort St.
77.7,74462,Haskell,OK,"Stigler Milling Co., LLC",,South Central,402 S.W. A St.
33.7,74074,Payne,OK,Stillwater Milling Co.,,South Central,512 E. 6th St.
31.6,69001,Red Willow,NE,"Stockman's Feed & Supply, Inc.",,Central,209 South St.
81.1,74058,Pawnee,OK,"Stockman's Mill & Grain, Inc.",,South Central,600 Kansas St.
71.7,60948,Iroquois,IL,"Strauss Feeds Mill, Inc.",,Midwest,Route 45 N.
34.1,53098,Jefferson,WI,"Strauss Feeds, LLC",,Midwest,W7507 Provimi Rd.
91.6,46789,Lagrange,IN,"Stroh Farm Supply, Inc.",,Midwest,4105 S. 1180 E.
100,42782,Green,KY,Summersville Feed Mill,,Southeast,5251 Hodgenville Rd.
38.7,98848,Grant,WA,Sun Cure Pellet & Dehy,,North West,17296 Road 2 N.W.
100,42210,Edmonson,KY,"Sun Valley Feed Mill, Inc.",,Southeast,591 S. Main St.
59.6,75482,Hopkins,TX,"Sunbelt Custom Minerals, LLC",,South Central,1276 Farm Road 2560
27.4,57350,Beadle,SD,"Sunbird, Inc.",,Upper-West,702 3rd St. S.W.
39.1,45865,Auglaize,OH,"Sunrise Cooperative, Inc.",,Midwest,292 W. 4th St.
39.1,45869,Auglaize,OH,"Sunrise Cooperative, Inc.",,Midwest,435 S. Herman St.
7.3,27107,Forsyth,NC,Sunset Feeds,,Southeast,145 Barnes Rd.
91.6,46761,Lagrange,IN,"Super Blend, Inc.",,Midwest,0105 S 500 E
53.6,47670,Gibson,IN,"Superior Ag Resources Co-Op, Inc.",,Midwest,327 S. 150 East St.
49.2,47546,Dubois,IN,"Superior Ag Resources Co-Op, Inc.",,Midwest,1472 W 100 S
100,47577,Spencer,IN,"Superior Ag Resources Co-Op, Inc.",,Midwest,19639 N. 2nd St.
6.1,66106,Wyandotte,KS,Sure Right Blending Co.,,Central,2049 S. 74th St.
71,66427,Marshall,KS,"Suther Feeds, Inc.",,Central,105 S. Kansas Ave.
56.2,43502,Fulton,OH,"S-W Mills, Inc.",,Midwest,3646 County Road 22
9.5,33541,Pasco,FL,Swan's Feed Mill,,Southeast,8916 Fort King Rd.
25.3,29160,Lexington,SC,"Swansea Milling, Inc.",,Southeast,200 S. Spring St.
68.4,66439,Brown,KS,SweetPro Feeds,,Central,1505 4th Ave. E.
36.5,34972,Okeechobee,FL,"Syfrett Feed Co., Inc.",,Southeast,3079 N.W. 8th St.
59.3,54739,Dunn,WI,Synergy Co-Op,,Midwest,6055 State Road 40
54.9,54806,Ashland,WI,Synergy Co-Op,,Midwest,323 Sanborn Ave.
59.3,54763,Dunn,WI,Synergy Co-Op,,Midwest,P.O. Box 155
71.5,40033,Marion,KY,"T & H Feed Service, Inc.",,Southeast,836 W. Main St.
16.6,93465,San Luis Obispo,CA,Templeton Feed & Grain,,Western,405 S. Main St.
25.8,38305,Madison,TN,"Tennessee Farmers Co-Op, Jackson Feed Mill",,Southeast,214 Ragland Rd.
0.4,33167,Miami-Dade,FL,The Higgins Group Corp.,,Southeast,3198 N.W. 125th St.
71.4,31513,Appling,GA,Thompsons Farm Supply,,Southeast,382 E. Parker St.
59,52101,Winneshiek,IA,"Thornton Feed & Grain, Inc.",,Central,201 E. Broadway
91.7,54771,Clark,WI,Thorp Nutrition Center,,Midwest,400 N. Washington St.
12.3,53716,Dane,WI,Tier 1 Nutritional,,Midwest,1040 Lumbermans Trl.
53.2,65233,Cooper,MO,Tiger Feed & Supply,,Central,502 E. 6th St.
41.6,44681,Tuscarawas,OH,TMK Farm Service,,Midwest,138 2nd St.
4.7,43616,Lucas,OH,"Toledo Alfalfa Mills, Inc.",,Midwest,861 S. Stadium Rd.
30.5,52548,Wapello,IA,Tolle Feed Service,,Central,210 Spring St.
59,76252,Cooke,TX,"Tony's Seed & Feed, Inc.",,South Central,119 S. Main St.
28,83316,Twin Falls,ID,"Top Gun Enzyme & Microbial, Inc.",,North West,P.O. Box 562
66.3,51046,O'Brien,IA,"Top Line Feed & Supply, Inc.",,Central,4807 Miller Alley
61.6,46072,Tipton,IN,"Total Seed Production, Inc.",,Midwest,1375 N 800 W
89.9,49446,Oceana,MI,Tri County Feed Service,,Midwest,4646 1st St.
100,73432,Johnston,OK,Tri-Agri Farm Center,,South Central,108 S. Maple
58,52310,Jones,IA,"Triangle AGRI Services, Inc.",,Central,19799 Highway 151
78.9,38619,Panola,MS,"Tri-County Farm Services South, Inc.",,Southeast,206 N. Highway 51 S.
100,42539,Casey,KY,"Tri-County Feeds, Inc.",,Southeast,6017 E. KY 70
2.2,55391,Hennepin,MN,"Triple Crown Nutrition, Inc.",,Midwest,"315 E. Lake St., Ste. 300"
26.6,17042,Lebanon,PA,Triple M Farms,,Mid-Atlantic,1525 King St.
27.3,44417,Trumbull,OH,Trumbull Feed & Supply,,Midwest,5890 Mayburn Barclay Rd.
62,65251,Callaway,MO,Twillman Feeds,,Central,7280 State Road Z
42.1,68723,Wayne,NE,"TWJ Feeds, Inc.",,Central,301 Lincoln St.
31,67005,Cowley,KS,Two Rivers Consumers Co-Op,,Central,210 S. D St.
48.7,50219,Marion,IA,Two Rivers Co-Op,,Central,109 South St.
78.1,75979,Tyler,TX,"Tyco General Feed & Ranch Supply, Inc.",,South Central,1154 U.S. Highway 69 S.
38.2,42452,Henderson,KY,"Tyson Chicken, Inc.",,Southeast,14660 Highway 41 S.
69.3,74728,McCurtain,OK,Tyson Feed Mill,,South Central,4234 Red Arrow Rd.
58.7,65605,Lawrence,MO,Tyson Feed Mill,,Central,100 Wolfe Rd.
61.6,38257,Obion,TN,Tyson Feed Mill,,Southeast,5100 Tim Rice Rd.
37.5,35954,Etowah,AL,Tyson Foods Feed Mill,,Southeast,200 Carnes Chapel Rd.
100,42455,Webster,KY,Tyson Foods Feed Mill,,Southeast,1791 U.S. Highway 41 N.
73.2,35055,Cullman,AL,"Tyson Foods, Inc.",,Southeast,Old Highway 31 S.
53.2,31068,Macon,GA,"Tyson Foods, Inc.",,Southeast,4949 GA Highway 90 W.
83.3,74965,Adair,OK,"Tyson Foods, Inc.",,South Central,"Highway 59 N., R.R. 1, Box 546"
65.3,78629,Gonzales,TX,"Tyson Foods, Inc.",,South Central,2504 Church St.
71,72863,Logan,AR,"Tyson Foods, Inc.",,South Central,7755 N. State Highway 393
100,23083,Amelia,VA,"Tyson Foods, Inc.",,Mid-Atlantic,1938 W. Patrick Henry Hwy.
87.1,39365,Newton,MS,"Tyson Foods, Inc.",,Southeast,13001 Road 2219
84.8,39111,Simpson,MS,"Tyson Foods, Inc.",,Southeast,855 Industrial Park Dr. S.E.
71.4,72830,Johnson,AR,"Tyson Foods, Inc.",,South Central,1679 S. Crawford
46.5,75961,Nacogdoches,TX,"Tyson Foods, Inc.",,South Central,2208 S.E. Stallings Dr.
69.8,63841,Stoddard,MO,"Tyson Foods, Inc.",,Central,County Road 717
67.5,71852,Howard,AR,"Tyson Foods, Inc.",,South Central,520 Mission Dr.
54.5,72802,Pope,AR,"Tyson Foods, Inc.",,South Central,5024 E. Main St.
35.5,21863,Worcester,MD,"Tyson Foods, Inc.",,Mid-Atlantic,207 S. Bay St.
51.6,30139,Gordon,GA,"Tyson Foods, Inc.",,Southeast,4845 Highway 411 N.E.
62.2,72615,Boone,AR,"Tyson Foods, Inc., Feed Mill",,South Central,212 Tyson Dr.
55.8,71801,Hempstead,AR,"Tyson Foods, Inc., Feed Mill",,South Central,100 Beech St.
85.8,47166,Harrison,IN,"Tyson Foods, Inc., Feed Mill",,Midwest,495 Highway 64 N.W.
25.5,72765,Washington,AR,"Tyson Foods, Inc., Feed Mill",,South Central,3801 Johnson Rd.
30.9,71601,Jefferson,AR,"Tyson Foods, Inc., Feed Mill",,South Central,4601 Emmett Sanders Rd.
69.6,37330,Franklin,TN,"Tyson Foods, Inc., Feed Mill",,Southeast,206 Tyson Dr.
18.1,97042,Clackamas,OR,Union Mills,,North West,14822 S. Union Mills Rd.
20.5,80534,Weld,CO,"Uniscope, Inc.",,Upper-West,310 S. 1st St.
65.9,54805,Barron,WI,United Ag Co-Op,,Midwest,106 W. Prospect Ave.
57.7,54670,Monroe,WI,United Cooperative,,Midwest,509 Packard St.
70.2,66024,Doniphan,KS,United Farmers Co-Op,,Central,217 S. 7th St.
47.9,51566,Montgomery,IA,United Farmers Co-Op,,Central,203 W. Oak St.
34.9,56073,Brown,MN,"United Farmers Cooperative, Klossner Livestock Service Center",,Midwest,40137 577th Ln.
62.2,56058,Le Sueur,MN,"United Farmers Cooperative, Le Sueur Br.",,Midwest,316 N. Main St.
36.5,34972,Okeechobee,FL,"United Feed Co-Op, Inc.",,Southeast,708 N.W. 2nd Ave.
28.3,53073,Sheboygan,WI,"United Feeds, Inc.",,Midwest,W8414 State Road 67
100,56284,Renville,MN,United Mills,,Midwest,330 Dupont Ave. N.E.
100,67758,Wallace,KS,United Plains AG,,Central,102 N. Front St.
13.5,55432,Anoka,MN,Upper Midwest Seed,,Midwest,"1290 73rd Ave. N.E., Ste. 300"
32.6,62376,Adams,IL,Ursa Farmers Co-Op Co.,,Midwest,202 W. Maple St.
31.4,78802,Uvalde,TX,Uvalde Producers Feed Mill & Elevator Co.,,South Central,1704 Milam St.
52.7,50616,Floyd,IA,Valero Renewable Fuels,,Central,1787 Quarry Rd.
67.7,42633,Wayne,KY,"Valley Farm Center, Inc.",,Southeast,1226 N. Main St.
7.7,67213,Sedgwick,KS,"Valley Feed & Seed, Inc.",,Central,1903 S. Meridian Ave.
N/A,24401,Independent Cities,VA,Valley Feed Co.,,Mid-Atlantic,316 New Hope Rd.
47.1,75460,Lamar,TX,"Valley Feed Mill, Inc. Of Paris",,South Central,315 W. Center St.
59.3,54751,Dunn,WI,"Valley Feed, Inc.",,Midwest,1620 Indianhead Dr.
90.5,26519,Preston,WV,Valley Point Farmers Feed & Supply,,Mid-Atlantic,9108 N. Preston Hwy.
13.4,28301,Cumberland,NC,"Valley Proteins, Inc.",,Southeast,1309 Industrial Dr.
17.1,87004,Sandoval,NM,"Valley Proteins, Inc.",,South Central,219 Calle Industrial Dr.
N/A,22603,Independent Cities,VA,"Valley Proteins, Inc.",,Mid-Atlantic,151 Valpro Dr.
21.3,17519,Lancaster,PA,"Valley Proteins, Inc.",,Mid-Atlantic,693 Wide Hollow Rd.
22.5,73014,Canadian,OK,"Valley Proteins, Inc.",,South Central,1208 S. Calumet Rd.
2.2,79821,El Paso,TX,"Valley Rendering Co., Inc.",,South Central,7740 S. Kiely Rd.
75.2,66538,Nemaha,KS,"Valley View Milling, LLC",,Central,2875 State Highway 63
20.6,50401,Cerro Gordo,IA,Varied Industries Corp.,,Central,905 S. Carolina Ave.
18.8,97333,Benton,OR,"Venell Pellets, Inc.",,North West,30742 Venell Ln.
17.1,30114,Cherokee,GA,"Venture Commodities, Inc.",,Southeast,144 Goss St.
83.2,54871,Washburn,WI,Ventures Unlimited,,Midwest,110 N. Industrial Blvd.
84.7,45875,Putnam,OH,"Verhoff Alfalfa Mills, Inc.",,Midwest,1188 Sugar Mill Dr.
69.1,43548,Henry,OH,"Verhoff Alfalfa Mills, Inc.",,Midwest,C-358 Road 16
59.3,54751,Dunn,WI,"Vets Plus, Inc.",,Midwest,302 Cedar Falls Rd.
70.6,50655,Fayette,IA,"Viafield, A Cooperative",,Central,135 4th St. N.
52.7,50653,Floyd,IA,"Viafield, A Cooperative",,Central,533 Bradfor St.
70.6,52141,Fayette,IA,"Viafield, A Cooperative",,Central,1002 Main St.
52.7,50616,Floyd,IA,"Viafield, A Cooperative",,Central,1001 Blunt Pkwy.
51.1,30474,Toombs,GA,Vidalia Farm Center,,Southeast,756 GA Highway 292 W.
57.5,20115,Fauquier,VA,"Virginia Equine Research, LLC",,Mid-Atlantic,4292 Belvoir Rd.
29.5,43569,Wood,OH,"Vita Craft Sunseed, Inc.",,Midwest,20584 Long Judson Rd.
34.1,53551,Jefferson,WI,Vita Plus Corp.,,Midwest,1219 S. Main St.
84.2,48735,Tuscola,MI,Vita Plus Corp.,,Midwest,6506 Mill St.
12.3,53713,Dane,WI,Vita Plus Corp.,,Midwest,2514 Fish Hatchery Rd.
60.7,53932,Columbia,WI,Vita Plus Corp.,,Midwest,640 Vita Plus Dr.
60.7,53925,Columbia,WI,"Vita Plus Corp., Columbus Plt.",,Midwest,319 N. Dickason Blvd.
81.9,61046,Carroll,IL,"Vita Plus Corp., Lanark",,Midwest,300 N. Boyd St.
6.6,98371,Pierce,WA,"Vita Stress, Inc.",,North West,1202 13th St. S.W.
3.3,92025,San Diego,CA,Vitagold Brands Co-Op Assn.,,Western,135 S. Quince St.
25,69301,Box Butte,NE,"Vitalix, Inc.",,Central,2692 County Road 57
38.7,98848,Grant,WA,"Vitalix, Inc.",,North West,901 Division St. E.
77.3,64730,Bates,MO,Vit-A-Zine,,Central,2648 N.W. County Road 591
27.9,68701,Madison,NE,"Vit-E-Men Co., Inc.",,Central,306 E. Omaha Ave.
89.2,24248,Franklin,VA,"W & W Feed Mill, Inc.",,Mid-Atlantic,Highway 58
0.2,11753,Nassau,NY,"Wagner's, LLC",,New York-New Jersey,"366 N. Broadway, Ste. 300"
72.2,65793,Howell,MO,Wake Feed & Fertilizer,,Central,1159 W. Bus. Highway 60-63
5.6,46069,Hamilton,IN,"Wallace Grain Co., Inc.",,Midwest,604 S. Main St.
36.5,34973,Okeechobee,FL,Walpole Feed & Supply Co.,,Southeast,Highway 98 N.
44.7,46994,Cass,IN,Walton Elevator Co.,,Midwest,305 N. Depot St.
15.7,84304,Cache,UT,"Walton Feed West, Inc.",,Upper-West,5740 N 7000 W
100,83254,Bear Lake,ID,"Walton Feed, Inc.",,North West,135 N. 10th St.
78.9,30467,Screven,GA,Wammock Farm Services,,Southeast,133 Community Dr.
65.7,13827,Tioga,NY,"Ward & Vanscoy, Inc.",,New York-New Jersey,162 North Ave.
85.3,38851,Chickasaw,MS,Ware Milling Co.,,Southeast,150 AFL Dr.
85.3,38851,Chickasaw,MS,"Ware Milling, Inc.",,Southeast,150 A F L Dr.
14.5,55055,Washington,MN,Warehouse Shell Sales Co.,,Midwest,45 21st St.
39.5,21102,Carroll,MD,"Warner Sons, Inc., R. F.",,Mid-Atlantic,4229 E. Main St.
61.2,68008,Washington,NE,"Washco Feed & Supply, Inc.",,Central,217 N. 10th St.
29.1,66048,Leavenworth,KS,Waters Feed Co.,,Central,909 Miami St.
22.5,57201,Codington,SD,Watertown Co-Op Elevator Assn.,,Upper-West,811 Burlington Northern Dr.
49.8,6387,Windham,CT,"Wauregan Grain Co., Inc.",,New England,Depot Rd.
88.1,18472,Wayne,PA,Waymart Milling Co.,,Mid-Atlantic,11 Railroad Ln.
51.7,36079,Pike,AL,"Wayne Farms, LLC",,Southeast,50 Henderson Hwy.
93.8,30558,Banks,GA,"Wayne Farms, LLC",,Southeast,825 Twin Mill Dr.
52.8,47990,Montgomery,IN,"Waynetown Ag Center, Inc.",,Midwest,201 N. Vine St.
100,50579,Calhoun,IA,"Webb's Feed, Inc.",,Central,617 N. 1st St.
54,56181,Martin,MN,"Weiss Milling, Inc.",,Midwest,104 S. Dugan St.
44.4,68310,Gage,NE,"Wellington Technologies, LLC",,Central,1119 W. Scott St.
72.6,21650,Kent,MD,Wenger's Feed Mill,,Mid-Atlantic,12201 Massey Rd.
21.3,17570,Lancaster,PA,"Wenger's Feed Mill, Inc.",,Mid-Atlantic,101 W. Harrisburg Ave.
36.5,17978,Schuylkill,PA,"Wenger's Feeds, LLC",,Mid-Atlantic,8959 Route 25
88.5,17040,Perry,PA,"Wentzel Sons, Inc., H. R.",,Mid-Atlantic,5521 Waggoners Gap Rd.
30.8,53090,Washington,WI,"West Bend Elevator, Inc.",,Midwest,3434 County D
100,48661,Ogemaw,MI,"West Branch Farmers Co-Op, Inc.",,Midwest,124 N. 8th St.
71,31643,Brooks,GA,West End Milling Co.,,Southeast,702 W. Screven St.
8,95354,Stanislaus,CA,"West Milling Co., Inc., J. S.",,Western,501 9th St.
100,67024,Chautauqua,KS,"Western Feed Mills, Inc.",,Central,403 S. Salebarn Rd.
100,66846,Morris,KS,Western Grain Mill,,Central,1216 Old U.S. Highway 56
72.3,62366,Pike,IL,"Western Illinois Feed, LLC",,Midwest,Highway 96 S.
15.5,93227,Tulare,CA,"Western Milling, LLC",,Western,31120 West St.
10.2,93250,Kern,CA,"Western Milling, LLC",,Western,15290 C St.
16.7,59101,Yellowstone,MT,Westfeeds,,Upper-West,1406 Industrial Ave.
19.8,59401,Cascade,MT,Westfeeds,,Upper-West,921 15th St. N.
47.4,59457,Fergus,MT,Westfeeds LLC,,Upper-West,18 Brookville Ln.
17.9,59301,Custer,MT,"Westfeeds, Inc.",,Upper-West,512 N. 7th St.
16.7,59101,Yellowstone,MT,"Westfeeds, LLC",,Upper-West,1420 Minnesota Ave.
44.5,16134,Mercer,PA,"Westford Milling Co., Inc.",,Mid-Atlantic,2214 Westford Rd.
35.3,44820,Crawford,OH,Westside Feed,,Midwest,1115 W. Mansfield St.
N/A,46391,La Porte,IN,Westville Farm Supply,,Midwest,4725 S. Highway 421
3.2,98134,King,WA,Westway Feed Products,,North West,1002 S.W. Spokane St.
2.2,68107,Douglas,NE,"Westway Feed Products, LLC",,Central,1201 M St.
100,79084,Sherman,TX,"Westway Feed Products, LLC",,South Central,410 N. Pine St.
